CABra_ID,longitude,latitude,ANA ID,gauge_hreg,gauge_biome,gauge_state,missing_data,series_length,quality_index
1,-64.384,-6.541,,Amazon,Amazon,AM,0.0,30,100.0
2,-66.851,1.215,,Amazon,Amazon,AM,0.0,30,100.0
3,-67.595,1.074,,Amazon,Amazon,AM,0.0,30,100.0
4,-67.313,0.372,,Amazon,Amazon,AM,0.0,30,100.0
5,-69.126,0.477,,Amazon,Amazon,AM,0.0,30,100.0
6,-68.538,0.13,,Amazon,Amazon,AM,0.0,30,100.0
7,-69.786,0.248,,Amazon,Amazon,AM,0.0,30,100.0
8,-66.797,-0.192,,Amazon,Amazon,AM,0.0,30,100.0
9,-64.829,-0.491,,Amazon,Amazon,AM,0.0,30,100.0
10,-61.037,3.446,,Amazon,Amazon,RR,1.11,28,98.96
11,-60.569,3.209,,Amazon,Amazon,RR,0.84,29,99.19
12,-60.529,4.168,,Amazon,Amazon,RR,1.58,27,98.58
13,-61.441,2.876,,Amazon,Amazon,RR,1.38,29,98.67
14,-61.122,1.82,,Amazon,Amazon,RR,1.12,29,98.91
15,-59.329,-3.147,,Amazon,Amazon,AM,0.01,29,99.99
16,-59.354,-15.215,,Amazon,Amazon,MT,6.57,26,94.31
17,-59.96,-15.007,,Amazon,Amazon,MT,0.0,30,100.0
18,-65.349,-10.793,,Amazon,Amazon,RO,0.0,30,100.0
19,-65.367,-9.705,,Amazon,Amazon,RO,9.25,27,91.67
20,-63.068,-9.926,,Amazon,Amazon,RO,1.71,27,98.46
21,-62.985,-9.887,,Amazon,Amazon,RO,0.0,30,100.0
22,-63.288,-9.759,,Amazon,Amazon,RO,0.0,30,100.0
23,-63.711,-8.801,,Amazon,Amazon,RO,2.08,26,98.2
24,-61.193,-11.686,,Amazon,Amazon,RO,5.13,27,95.38
25,-61.936,-10.873,,Amazon,Amazon,RO,5.28,27,95.24
26,-62.055,-8.932,,Amazon,Amazon,RO,5.75,26,95.02
27,-63.016,-7.478,,Amazon,Amazon,AM,1.2,28,98.88
28,-61.303,-5.794,,Amazon,Amazon,AM,0.99,28,99.07
29,-59.465,-10.17,,Amazon,Amazon,MT,2.51,28,97.66
30,-60.592,-7.706,,Amazon,Amazon,AM,0.0,30,100.0
31,-60.647,-7.208,,Amazon,Amazon,AM,0.0,30,100.0
32,-59.056,-6.787,,Amazon,Amazon,AM,0.19,29,99.81
33,-55.958,2.226,,Amazon,Amazon,PA,8.31,25,93.08
34,-55.513,-1.921,,Amazon,Amazon,PA,0.0,30,100.0
35,-54.873,-1.502,,Amazon,Amazon,PA,0.0,30,100.0
36,-58.338,-11.358,,Amazon,Amazon,MT,3.89,28,96.37
37,-57.425,-11.536,,Amazon,Amazon,MT,0.75,28,99.3
38,-55.335,-13.557,,Amazon,Cerrado,MT,1.21,27,98.91
39,-55.703,-11.652,,Amazon,Amazon,MT,8.37,24,93.3
40,-55.569,-10.113,,Amazon,Amazon,MT,6.3,26,94.54
41,-54.905,-9.359,,Amazon,Amazon,PA,4.13,25,96.56
42,-54.887,-9.817,,Amazon,Amazon,MT,0.0,30,100.0
43,-55.953,-4.276,,Amazon,Amazon,PA,3.09,25,97.42
44,-54.397,-1.782,,Amazon,Amazon,PA,0.0,30,100.0
45,-53.559,-3.677,,Amazon,Amazon,PA,7.23,27,93.49
46,-54.659,1.218,,Amazon,Amazon,PA,0.0,30,100.0
47,-54.447,-13.141,,Amazon,Amazon,MT,5.93,23,95.45
48,-51.985,-6.74,,Amazon,Amazon,PA,4.19,27,96.23
49,-54.523,-5.65,,Amazon,Amazon,PA,4.41,23,96.62
50,-52.163,-3.227,,Amazon,Amazon,PA,1.39,29,98.66
51,-52.579,-0.554,,Amazon,Amazon,AP,0.0,30,100.0
52,-52.568,-0.571,,Amazon,Amazon,AP,0.0,30,100.0
53,-48.675,-14.979,,Tocantins-Araguaia,Cerrado,GO,4.52,28,95.78
54,-49.553,-15.275,,Tocantins-Araguaia,Cerrado,GO,0.0,30,100.0
55,-46.837,-13.763,,Tocantins-Araguaia,Cerrado,GO,3.23,29,96.88
56,-47.198,-12.417,,Tocantins-Araguaia,Cerrado,TO,9.27,26,91.96
57,-47.472,-9.994,,Tocantins-Araguaia,Cerrado,TO,0.0,30,100.0
58,-47.674,-9.962,,Tocantins-Araguaia,Cerrado,TO,0.0,30,100.0
59,-47.932,-9.309,,Tocantins-Araguaia,Cerrado,TO,0.0,30,100.0
60,-48.11,-8.39,,Tocantins-Araguaia,Cerrado,TO,0.0,30,100.0
61,-47.312,-7.708,,Tocantins-Araguaia,Cerrado,TO,2.09,28,98.05
62,-47.481,-7.337,,Tocantins-Araguaia,Cerrado,TO,1.11,29,98.92
63,-47.39,-6.289,,Tocantins-Araguaia,Cerrado,TO,0.0,30,100.0
64,-47.463,-5.789,,Tocantins-Araguaia,Cerrado,TO,0.0,30,100.0
65,-53.217,-17.301,,Tocantins-Araguaia,Cerrado,GO,0.84,29,99.19
66,-52.548,-16.201,,Tocantins-Araguaia,Cerrado,GO,0.0,30,100.0
67,-53.549,-16.078,,Tocantins-Araguaia,Cerrado,MT,0.0,30,100.0
68,-52.228,-15.891,,Tocantins-Araguaia,Cerrado,GO,0.0,30,100.0
69,-51.47,-16.303,,Tocantins-Araguaia,Cerrado,GO,0.0,30,100.0
70,-51.817,-16.43,,Tocantins-Araguaia,Cerrado,GO,0.0,30,100.0
71,-51.852,-15.89,,Tocantins-Araguaia,Cerrado,GO,0.0,30,100.0
72,-51.829,-15.737,,Tocantins-Araguaia,Cerrado,MT,0.0,30,100.0
73,-50.997,-16.513,,Tocantins-Araguaia,Cerrado,GO,0.0,30,100.0
74,-51.357,-15.935,,Tocantins-Araguaia,Cerrado,GO,0.0,30,100.0
75,-50.706,-15.537,,Tocantins-Araguaia,Cerrado,GO,0.0,30,100.0
76,-51.084,-14.915,,Tocantins-Araguaia,Cerrado,MT,0.0,30,100.0
77,-50.803,-13.69,,Tocantins-Araguaia,Cerrado,GO,0.0,30,100.0
78,-50.588,-13.211,,Tocantins-Araguaia,Cerrado,MT,0.0,30,100.0
79,-53.053,-15.249,,Tocantins-Araguaia,Cerrado,MT,0.57,29,99.45
80,-52.355,-14.672,,Tocantins-Araguaia,Cerrado,MT,0.56,29,99.46
81,-50.963,-12.293,,Tocantins-Araguaia,Cerrado,MT,0.0,30,100.0
82,-50.66,-11.618,,Tocantins-Araguaia,Cerrado,MT,0.39,28,99.63
83,-49.249,-8.273,,Tocantins-Araguaia,Amazon,TO,0.0,30,100.0
84,-48.612,-7.146,,Tocantins-Araguaia,Amazon,TO,0.67,28,99.38
85,-48.55,-6.401,,Tocantins-Araguaia,Amazon,PA,0.0,30,100.0
86,-48.143,-5.648,,Tocantins-Araguaia,Amazon,PA,0.0,30,100.0
87,-49.136,-5.327,,Tocantins-Araguaia,Amazon,PA,0.0,30,100.0
88,-49.22,-5.488,,Tocantins-Araguaia,Amazon,PA,2.68,27,97.59
89,-49.663,-3.757,,Tocantins-Araguaia,Amazon,PA,2.28,27,97.95
90,-52.016,0.901,,Amazon,Amazon,AP,0.0,30,100.0
91,-51.439,0.711,,Amazon,Amazon,AP,0.0,30,100.0
92,-47.764,-2.509,,Tocantins-Araguaia,Amazon,PA,0.0,30,100.0
93,-46.593,-1.735,Eastern,Northeast Atlantic,Amazon,PA,6.23,26,94.6
94,-46.316,-1.8,Eastern,Northeast Atlantic,Amazon,PA,0.0,30,100.0
95,-45.948,-2.056,Eastern,Northeast Atlantic,Amazon,MA,1.55,27,98.6
96,-45.667,-2.945,Eastern,Northeast Atlantic,Amazon,MA,0.49,29,99.52
97,-46.934,-4.692,Eastern,Northeast Atlantic,Amazon,MA,6.0,23,95.4
98,-45.778,-4.033,Eastern,Northeast Atlantic,Amazon,MA,1.97,24,98.42
99,-45.465,-3.66,Eastern,Northeast Atlantic,Amazon,MA,0.0,30,100.0
100,-45.982,-5.767,Eastern,Northeast Atlantic,Cerrado,MA,0.0,30,100.0
101,-45.245,-5.501,Eastern,Northeast Atlantic,Cerrado,MA,0.0,30,100.0
102,-44.963,-5.102,Eastern,Northeast Atlantic,Cerrado,MA,0.0,30,100.0
103,-44.929,-5.419,Eastern,Northeast Atlantic,Cerrado,MA,3.23,25,97.31
104,-44.611,-4.571,Eastern,Northeast Atlantic,Cerrado,MA,0.0,30,100.0
105,-44.765,-4.221,Eastern,Northeast Atlantic,Amazon,MA,0.0,30,100.0
106,-46.145,-5.818,Eastern,Northeast Atlantic,Cerrado,MA,1.74,27,98.43
107,-46.239,-5.613,Eastern,Northeast Atlantic,Cerrado,MA,5.45,26,95.28
108,-45.218,-3.775,Eastern,Northeast Atlantic,Amazon,MA,3.81,24,96.96
109,-44.361,-6.371,Eastern,Northeast Atlantic,Cerrado,MA,0.28,29,99.73
110,-44.709,-6.066,Eastern,Northeast Atlantic,Cerrado,MA,0.0,30,100.0
111,-44.343,-6.013,Eastern,Northeast Atlantic,Cerrado,MA,0.0,30,100.0
112,-44.248,-6.021,Eastern,Northeast Atlantic,Cerrado,MA,0.0,30,100.0
113,-43.586,-5.706,Eastern,Northeast Atlantic,Cerrado,MA,0.0,30,100.0
114,-43.884,-5.337,Eastern,Northeast Atlantic,Cerrado,MA,0.0,30,100.0
115,-43.367,-4.865,Eastern,Northeast Atlantic,Cerrado,MA,0.0,30,100.0
116,-43.875,-4.459,Eastern,Northeast Atlantic,Cerrado,MA,0.0,30,100.0
117,-43.934,-4.466,Eastern,Northeast Atlantic,Cerrado,MA,3.4,25,97.17
118,-44.13,-4.125,Eastern,Northeast Atlantic,Cerrado,MA,0.0,30,100.0
119,-44.374,-3.623,Eastern,Northeast Atlantic,Cerrado,MA,1.93,27,98.27
120,-43.703,-3.577,Eastern,Northeast Atlantic,Cerrado,MA,5.04,25,95.8
121,-43.527,-3.335,Eastern,Northeast Atlantic,Cerrado,MA,0.81,29,99.21
122,-43.902,-3.462,Eastern,Northeast Atlantic,Cerrado,MA,0.48,29,99.53
123,-45.926,-9.113,,Parnaíba,Cerrado,MA,0.0,30,100.0
124,-45.256,-7.565,,Parnaíba,Cerrado,PI,0.0,30,100.0
125,-44.614,-7.391,,Parnaíba,Cerrado,PI,0.0,30,100.0
126,-46.036,-7.536,,Parnaíba,Cerrado,MA,0.0,30,100.0
127,-44.814,-7.081,,Parnaíba,Cerrado,MA,0.0,30,100.0
128,-44.211,-8.792,,Parnaíba,Cerrado,PI,2.83,21,98.02
129,-43.649,-7.247,,Parnaíba,Cerrado,PI,0.68,27,99.39
130,-42.214,-5.666,,Parnaíba,aatinga,PI,0.0,30,100.0
131,-42.228,-3.904,,Parnaíba,aatinga,PI,0.65,28,99.4
132,-41.976,-3.724,,Parnaíba,aatinga,PI,0.26,29,99.75
133,-40.382,-3.911,Western,Northeast Atlantic,aatinga,CE,0.28,29,99.73
134,-39.962,-6.646,Western,Northeast Atlantic,aatinga,CE,0.07,29,99.93
135,-39.292,-6.373,Western,Northeast Atlantic,aatinga,CE,0.15,29,99.86
136,-38.985,-7.301,Western,Northeast Atlantic,aatinga,CE,0.0,30,100.0
137,-38.868,-6.407,Western,Northeast Atlantic,aatinga,CE,0.57,29,99.45
138,-38.191,-5.223,Western,Northeast Atlantic,aatinga,CE,0.85,27,99.24
139,-38.447,-5.122,Western,Northeast Atlantic,aatinga,CE,0.94,27,99.15
140,-37.924,-6.963,Western,Northeast Atlantic,aatinga,PB,0.45,29,99.57
141,-37.797,-6.726,Western,Northeast Atlantic,aatinga,PB,0.0,30,100.0
142,-37.355,-6.377,Western,Northeast Atlantic,aatinga,RN,1.04,28,99.03
143,-36.783,-6.594,Western,Northeast Atlantic,aatinga,RN,5.07,22,96.28
144,-35.418,-5.621,Western,Northeast Atlantic,aatinga,RN,0.82,29,99.21
145,-35.315,-6.063,Western,Northeast Atlantic,forest,RN,4.98,24,96.01
146,-35.529,-6.605,Western,Northeast Atlantic,aatinga,PB,2.43,23,98.14
147,-36.505,-7.721,Western,Northeast Atlantic,aatinga,PB,1.62,25,98.65
148,-36.434,-7.397,Western,Northeast Atlantic,aatinga,PB,3.9,21,97.27
149,-35.999,-7.527,Western,Northeast Atlantic,aatinga,PB,0.29,27,99.74
150,-35.048,-7.129,Western,Northeast Atlantic,forest,PB,3.39,25,97.18
151,-35.233,-7.754,Western,Northeast Atlantic,forest,PE,3.29,27,97.03
152,-35.079,-7.98,Western,Northeast Atlantic,forest,PE,5.99,24,95.21
153,-35.366,-8.28,Western,Northeast Atlantic,forest,PE,0.48,28,99.55
154,-35.916,-8.497,Western,Northeast Atlantic,forest,PE,1.62,27,98.54
155,-35.577,-8.682,Western,Northeast Atlantic,forest,PE,0.0,30,100.0
156,-35.86,-9.467,Western,Northeast Atlantic,forest,AL,0.26,28,99.76
157,-36.304,-10.031,Western,Northeast Atlantic,aatinga,AL,4.77,23,96.34
158,-45.485,-19.773,,São Francisco,Cerrado,MG,0.0,30,100.0
159,-45.279,-19.28,,São Francisco,Cerrado,MG,0.0,30,100.0
160,-44.194,-18.672,,São Francisco,Cerrado,MG,0.0,30,100.0
161,-44.226,-18.31,,São Francisco,Cerrado,MG,0.0,30,100.0
162,-44.712,-17.595,,São Francisco,Cerrado,MG,0.0,30,100.0
163,-45.078,-16.657,,São Francisco,Cerrado,MG,0.0,30,100.0
164,-46.431,-17.255,,São Francisco,Cerrado,MG,0.0,30,100.0
165,-46.018,-17.03,,São Francisco,Cerrado,MG,0.0,30,100.0
166,-45.383,-16.908,,São Francisco,Cerrado,MG,0.0,30,100.0
167,-45.067,-16.376,,São Francisco,Cerrado,MG,0.0,30,100.0
168,-46.119,-15.918,,São Francisco,Cerrado,MG,0.0,30,100.0
169,-45.742,-16.153,,São Francisco,Cerrado,MG,0.0,30,100.0
170,-45.416,-16.283,,São Francisco,Cerrado,MG,0.0,30,100.0
171,-44.899,-15.967,,São Francisco,Cerrado,MG,0.0,30,100.0
172,-44.768,-15.483,,São Francisco,Cerrado,MG,0.0,30,100.0
173,-44.407,-15.602,,São Francisco,aatinga,MG,0.0,30,100.0
174,-43.931,-14.757,,São Francisco,aatinga,MG,0.0,30,100.0
175,-44.092,-14.652,,São Francisco,aatinga,MG,0.0,30,100.0
176,-43.675,-15.343,,São Francisco,aatinga,MG,0.0,30,100.0
177,-44.411,-14.28,,São Francisco,Cerrado,BA,0.0,30,100.0
178,-44.153,-14.261,,São Francisco,Cerrado,MG,0.0,30,100.0
179,-43.762,-14.306,,São Francisco,Cerrado,BA,0.0,30,100.0
180,-43.434,-13.259,,São Francisco,Cerrado,BA,0.0,30,100.0
181,-44.199,-13.401,,São Francisco,Cerrado,BA,0.0,30,100.0
182,-43.91,-13.294,,São Francisco,Cerrado,BA,0.0,30,100.0
183,-43.38,-12.87,,São Francisco,Cerrado,BA,0.0,30,100.0
184,-43.226,-12.693,,São Francisco,Cerrado,BA,0.0,30,100.0
185,-43.226,-12.182,,São Francisco,Cerrado,BA,0.0,30,100.0
186,-43.284,-11.558,,São Francisco,Cerrado,BA,0.0,30,100.0
187,-45.01,-12.152,,São Francisco,Cerrado,BA,0.1,29,99.9
188,-44.886,-11.975,,São Francisco,Cerrado,BA,0.0,30,100.0
189,-44.502,-11.723,,São Francisco,Cerrado,BA,0.0,30,100.0
190,-44.155,-11.613,,São Francisco,Cerrado,BA,0.0,30,100.0
191,-45.197,-11.053,,São Francisco,Cerrado,BA,0.0,30,100.0
192,-44.536,-11.018,,São Francisco,Cerrado,BA,0.0,30,100.0
193,-43.948,-11.238,,São Francisco,Cerrado,BA,0.0,30,100.0
194,-43.83,-11.351,,São Francisco,Cerrado,BA,0.0,30,100.0
195,-40.504,-9.404,,São Francisco,aatinga,PE,0.0,30,100.0
196,-39.824,-8.811,,São Francisco,aatinga,PE,0.0,30,100.0
197,-39.245,-8.627,,São Francisco,aatinga,PE,0.0,30,100.0
198,-37.756,-9.628,,São Francisco,aatinga,AL,0.0,30,100.0
199,-37.446,-9.752,,São Francisco,aatinga,AL,0.0,30,100.0
200,-36.983,-9.98,,São Francisco,aatinga,AL,0.0,30,100.0
201,-36.824,-10.21,,São Francisco,forest,AL,0.0,30,100.0
202,-37.347,-10.947,,East Atlantic,forest,SE,0.49,28,99.54
203,-37.976,-11.194,,East Atlantic,aatinga,BA,0.73,27,99.34
204,-37.568,-11.54,,East Atlantic,forest,SE,2.44,27,97.81
205,-40.47,-11.208,,East Atlantic,aatinga,BA,2.22,28,97.93
206,-39.633,-10.973,,East Atlantic,aatinga,BA,0.0,30,100.0
207,-38.836,-11.064,,East Atlantic,aatinga,BA,5.28,25,95.6
208,-38.513,-11.098,,East Atlantic,aatinga,BA,2.0,28,98.13
209,-37.804,-11.733,,East Atlantic,forest,BA,1.1,27,99.01
210,-38.348,-11.782,,East Atlantic,aatinga,BA,0.57,29,99.44
211,-37.754,-12.053,,East Atlantic,forest,BA,2.56,28,97.61
212,-38.793,-12.331,,East Atlantic,aatinga,BA,0.28,29,99.73
213,-38.764,-12.236,,East Atlantic,forest,BA,2.42,25,97.98
214,-38.642,-12.307,,East Atlantic,forest,BA,0.28,29,99.73
215,-41.322,-12.841,,East Atlantic,aatinga,BA,0.01,29,99.99
216,-41.329,-12.491,,East Atlantic,aatinga,BA,1.93,28,98.19
217,-41.206,-12.5,,East Atlantic,aatinga,BA,0.07,29,99.93
218,-41.328,-12.756,,East Atlantic,aatinga,BA,4.89,27,95.6
219,-41.064,-12.936,,East Atlantic,aatinga,BA,0.52,29,99.5
220,-40.959,-12.986,,East Atlantic,aatinga,BA,0.0,30,100.0
221,-40.214,-12.762,,East Atlantic,aatinga,BA,0.0,30,100.0
222,-39.848,-12.516,,East Atlantic,aatinga,BA,0.0,30,100.0
223,-39.788,-11.47,,East Atlantic,aatinga,BA,2.56,25,97.86
224,-39.387,-11.806,,East Atlantic,aatinga,BA,0.47,28,99.57
225,-39.031,-13.034,,East Atlantic,forest,BA,0.28,29,99.73
226,-39.08,-13.365,,East Atlantic,forest,BA,1.72,24,98.62
227,-43.207,-17.314,,East Atlantic,Cerrado,MG,0.0,30,100.0
228,-42.918,-16.593,,East Atlantic,Cerrado,MG,0.35,29,99.66
229,-42.486,-16.679,,East Atlantic,Cerrado,MG,0.0,30,100.0
230,-42.583,-16.193,,East Atlantic,Cerrado,MG,0.1,29,99.9
231,-42.31,-16.618,,East Atlantic,Cerrado,MG,0.0,30,100.0
232,-42.995,-17.579,,East Atlantic,Cerrado,MG,0.0,30,100.0
233,-42.818,-17.278,,East Atlantic,Cerrado,MG,0.0,30,100.0
234,-42.597,-17.22,,East Atlantic,Cerrado,MG,3.29,28,96.93
235,-42.347,-16.861,,East Atlantic,Cerrado,MG,0.0,30,100.0
236,-42.079,-16.851,,East Atlantic,forest,MG,0.0,30,100.0
